date,series_id,value,series_description,frequency,frequency_description,units,units_description,project
2015-06-01,CUSR0000SAM1,3.31248,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2015-07-01,CUSR0000SAM1,3.04338,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2015-08-01,CUSR0000SAM1,3.12778,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2015-09-01,CUSR0000SAM1,2.79214,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2015-10-01,CUSR0000SAM1,2.75037,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2015-11-01,CUSR0000SAM1,2.48231,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2015-12-01,CUSR0000SAM1,1.45378,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-01-01,CUSR0000SAM1,1.86247,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-02-01,CUSR0000SAM1,2.56036,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-03-01,CUSR0000SAM1,2.5915,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-04-01,CUSR0000SAM1,2.82437,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-05-01,CUSR0000SAM1,1.91657,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-06-01,CUSR0000SAM1,2.73277,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-07-01,CUSR0000SAM1,3.29878,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-08-01,CUSR0000SAM1,4.84635,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-09-01,CUSR0000SAM1,5.22671,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-10-01,CUSR0000SAM1,5.01132,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-11-01,CUSR0000SAM1,4.06321,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2016-12-01,CUSR0000SAM1,4.09154,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-01-01,CUSR0000SAM1,4.68253,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-02-01,CUSR0000SAM1,4.05135,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-03-01,CUSR0000SAM1,3.87819,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-04-01,CUSR0000SAM1,2.58023,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-05-01,CUSR0000SAM1,3.2512,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-06-01,CUSR0000SAM1,3.20466,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-07-01,CUSR0000SAM1,3.68555,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-08-01,CUSR0000SAM1,2.42082,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-09-01,CUSR0000SAM1,0.99615,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-10-01,CUSR0000SAM1,0.8684,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-11-01,CUSR0000SAM1,1.82699,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2017-12-01,CUSR0000SAM1,2.29464,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-01-01,CUSR0000SAM1,1.78966,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-02-01,CUSR0000SAM1,1.56803,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-03-01,CUSR0000SAM1,1.42493,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-04-01,CUSR0000SAM1,1.94196,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-05-01,CUSR0000SAM1,2.704,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-06-01,CUSR0000SAM1,2.37624,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-07-01,CUSR0000SAM1,0.43439,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-08-01,CUSR0000SAM1,0.27734,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-09-01,CUSR0000SAM1,0.70554,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-10-01,CUSR0000SAM1,0.69595,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-11-01,CUSR0000SAM1,0.61587,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2018-12-01,CUSR0000SAM1,-0.4991,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-01-01,CUSR0000SAM1,-0.28069,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-02-01,CUSR0000SAM1,-1.054,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-03-01,CUSR0000SAM1,-0.58564,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-04-01,CUSR0000SAM1,0.20422,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-05-01,CUSR0000SAM1,-0.69527,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-06-01,CUSR0000SAM1,-1.46941,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-07-01,CUSR0000SAM1,-0.4388,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-08-01,CUSR0000SAM1,0.09106,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-09-01,CUSR0000SAM1,-0.2641,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-10-01,CUSR0000SAM1,1.01037,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-11-01,CUSR0000SAM1,0.62182,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2019-12-01,CUSR0000SAM1,2.47045,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-01-01,CUSR0000SAM1,1.72575,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-02-01,CUSR0000SAM1,1.78648,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-03-01,CUSR0000SAM1,1.29885,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-04-01,CUSR0000SAM1,0.69638,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-05-01,CUSR0000SAM1,0.84972,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-06-01,CUSR0000SAM1,1.26416,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-07-01,CUSR0000SAM1,1.0779,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-08-01,CUSR0000SAM1,0.75552,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-09-01,CUSR0000SAM1,0.92246,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-10-01,CUSR0000SAM1,-0.81539,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-11-01,CUSR0000SAM1,-1.10045,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2020-12-01,CUSR0000SAM1,-2.4803,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-01-01,CUSR0000SAM1,-2.27396,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-02-01,CUSR0000SAM1,-2.54639,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-03-01,CUSR0000SAM1,-2.44137,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-04-01,CUSR0000SAM1,-1.72618,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-05-01,CUSR0000SAM1,-1.85088,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-06-01,CUSR0000SAM1,-2.22818,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-07-01,CUSR0000SAM1,-2.09534,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-08-01,CUSR0000SAM1,-2.52303,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-09-01,CUSR0000SAM1,-1.6158,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-10-01,CUSR0000SAM1,-0.35965,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-11-01,CUSR0000SAM1,0.17766,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2021-12-01,CUSR0000SAM1,0.44718,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-01-01,CUSR0000SAM1,1.44035,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-02-01,CUSR0000SAM1,2.50704,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-03-01,CUSR0000SAM1,2.65868,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-04-01,CUSR0000SAM1,2.12651,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-05-01,CUSR0000SAM1,2.4078,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-06-01,CUSR0000SAM1,3.21802,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-07-01,CUSR0000SAM1,3.65484,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-08-01,CUSR0000SAM1,4.08507,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-09-01,CUSR0000SAM1,3.6713,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-10-01,CUSR0000SAM1,3.06356,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-11-01,CUSR0000SAM1,3.12978,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2022-12-01,CUSR0000SAM1,3.21329,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2023-01-01,CUSR0000SAM1,3.39361,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2023-02-01,CUSR0000SAM1,3.18914,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2023-03-01,CUSR0000SAM1,3.5922,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2023-04-01,CUSR0000SAM1,4.00927,Medical care commodities,m,monthly,pc1,annual_percentage_change,inflation
2003-05-01,CUSR0000SASLE,3.00092,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2003-06-01,CUSR0000SASLE,2.90323,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2003-07-01,CUSR0000SASLE,2.89389,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2003-08-01,CUSR0000SASLE,2.70023,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2003-09-01,CUSR0000SASLE,2.69406,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2003-10-01,CUSR0000SASLE,2.8246000000000002,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2003-11-01,CUSR0000SASLE,2.63397,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2003-12-01,CUSR0000SASLE,2.628,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-01-01,CUSR0000SASLE,2.52822,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-02-01,CUSR0000SASLE,2.5248,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-03-01,CUSR0000SASLE,2.83784,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-04-01,CUSR0000SASLE,3.06031,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-05-01,CUSR0000SASLE,2.86867,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-06-01,CUSR0000SASLE,3.00045,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-07-01,CUSR0000SASLE,2.90179,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-08-01,CUSR0000SASLE,2.89661,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-09-01,CUSR0000SASLE,2.9791,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-10-01,CUSR0000SASLE,2.79132,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-11-01,CUSR0000SASLE,2.87611,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2004-12-01,CUSR0000SASLE,2.82561,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-01-01,CUSR0000SASLE,2.81814,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-02-01,CUSR0000SASLE,2.99033,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-03-01,CUSR0000SASLE,3.06614,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-04-01,CUSR0000SASLE,2.8821,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-05-01,CUSR0000SASLE,2.78867,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-06-01,CUSR0000SASLE,2.69565,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-07-01,CUSR0000SASLE,2.73319,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-08-01,CUSR0000SASLE,2.68515,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-09-01,CUSR0000SASLE,2.50432,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-10-01,CUSR0000SASLE,2.71552,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-11-01,CUSR0000SASLE,2.88172,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2005-12-01,CUSR0000SASLE,2.96264,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-01-01,CUSR0000SASLE,2.91221,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-02-01,CUSR0000SASLE,2.9462,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-03-01,CUSR0000SASLE,2.84743,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-04-01,CUSR0000SASLE,3.05603,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-05-01,CUSR0000SASLE,3.30649,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-06-01,CUSR0000SASLE,3.51397,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-07-01,CUSR0000SASLE,3.5473,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-08-01,CUSR0000SASLE,3.75369,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-09-01,CUSR0000SASLE,3.87532,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-10-01,CUSR0000SASLE,3.81872,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-11-01,CUSR0000SASLE,3.67893,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2006-12-01,CUSR0000SASLE,3.66972,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-01-01,CUSR0000SASLE,3.77944,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-02-01,CUSR0000SASLE,3.79179,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-03-01,CUSR0000SASLE,3.6124,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-04-01,CUSR0000SASLE,3.53583,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-05-01,CUSR0000SASLE,3.40213,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-06-01,CUSR0000SASLE,3.33211,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-07-01,CUSR0000SASLE,3.2916,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-08-01,CUSR0000SASLE,3.20081,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-09-01,CUSR0000SASLE,3.25061,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-10-01,CUSR0000SASLE,3.22514,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-11-01,CUSR0000SASLE,3.29194,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2007-12-01,CUSR0000SASLE,3.35197,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-01-01,CUSR0000SASLE,3.35469,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-02-01,CUSR0000SASLE,3.16334,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-03-01,CUSR0000SASLE,3.31257,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-04-01,CUSR0000SASLE,3.14776,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-05-01,CUSR0000SASLE,3.1898,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-06-01,CUSR0000SASLE,3.25078,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-07-01,CUSR0000SASLE,3.27475,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-08-01,CUSR0000SASLE,3.28982,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-09-01,CUSR0000SASLE,3.22014,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-10-01,CUSR0000SASLE,3.0394,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-11-01,CUSR0000SASLE,2.86067,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2008-12-01,CUSR0000SASLE,2.62792,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-01-01,CUSR0000SASLE,2.53503,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-02-01,CUSR0000SASLE,2.51629,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-03-01,CUSR0000SASLE,2.30305,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-04-01,CUSR0000SASLE,2.30507,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-05-01,CUSR0000SASLE,2.09515,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-06-01,CUSR0000SASLE,1.81553,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-07-01,CUSR0000SASLE,1.61451,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-08-01,CUSR0000SASLE,1.5921400000000001,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-09-01,CUSR0000SASLE,1.46681,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-10-01,CUSR0000SASLE,1.4973,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-11-01,CUSR0000SASLE,1.36019,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2009-12-01,CUSR0000SASLE,1.34668,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-01-01,CUSR0000SASLE,0.92969,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-02-01,CUSR0000SASLE,0.8649,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-03-01,CUSR0000SASLE,0.80713,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-04-01,CUSR0000SASLE,0.84403,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-05-01,CUSR0000SASLE,0.89499,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-06-01,CUSR0000SASLE,0.98533,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-07-01,CUSR0000SASLE,1.01999,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-08-01,CUSR0000SASLE,0.85886,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-09-01,CUSR0000SASLE,0.85761,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-10-01,CUSR0000SASLE,0.78665,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-11-01,CUSR0000SASLE,0.97088,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2010-12-01,CUSR0000SASLE,1.01408,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-01-01,CUSR0000SASLE,1.40512,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-02-01,CUSR0000SASLE,1.51568,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-03-01,CUSR0000SASLE,1.57288,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-04-01,CUSR0000SASLE,1.5431,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-05-01,CUSR0000SASLE,1.54226,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-06-01,CUSR0000SASLE,1.60358,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-07-01,CUSR0000SASLE,1.74153,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-08-01,CUSR0000SASLE,1.95877,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-09-01,CUSR0000SASLE,2.00738,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-10-01,CUSR0000SASLE,2.11121,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-11-01,CUSR0000SASLE,2.08663,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2011-12-01,CUSR0000SASLE,2.27564,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-01-01,CUSR0000SASLE,2.30954,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-02-01,CUSR0000SASLE,2.22186,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-03-01,CUSR0000SASLE,2.3261,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-04-01,CUSR0000SASLE,2.45507,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-05-01,CUSR0000SASLE,2.47698,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-06-01,CUSR0000SASLE,2.50299,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-07-01,CUSR0000SASLE,2.46216,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-08-01,CUSR0000SASLE,2.39787,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-09-01,CUSR0000SASLE,2.48764,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-10-01,CUSR0000SASLE,2.49213,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-11-01,CUSR0000SASLE,2.48714,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2012-12-01,CUSR0000SASLE,2.44776,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-01-01,CUSR0000SASLE,2.46807,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-02-01,CUSR0000SASLE,2.59377,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-03-01,CUSR0000SASLE,2.54658,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-04-01,CUSR0000SASLE,2.34127,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-05-01,CUSR0000SASLE,2.30194,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-06-01,CUSR0000SASLE,2.27827,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-07-01,CUSR0000SASLE,2.35798,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-08-01,CUSR0000SASLE,2.40624,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-09-01,CUSR0000SASLE,2.37996,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-10-01,CUSR0000SASLE,2.32362,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-11-01,CUSR0000SASLE,2.39276,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2013-12-01,CUSR0000SASLE,2.34862,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-01-01,CUSR0000SASLE,2.2919,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-02-01,CUSR0000SASLE,2.25022,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-03-01,CUSR0000SASLE,2.32775,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-04-01,CUSR0000SASLE,2.54014,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-05-01,CUSR0000SASLE,2.68958,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-06-01,CUSR0000SASLE,2.65034,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-07-01,CUSR0000SASLE,2.58952,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-08-01,CUSR0000SASLE,2.46422,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-09-01,CUSR0000SASLE,2.42468,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-10-01,CUSR0000SASLE,2.50398,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-11-01,CUSR0000SASLE,2.50369,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2014-12-01,CUSR0000SASLE,2.4405,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-01-01,CUSR0000SASLE,2.48463,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-02-01,CUSR0000SASLE,2.44743,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-03-01,CUSR0000SASLE,2.4368,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-04-01,CUSR0000SASLE,2.49433,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-05-01,CUSR0000SASLE,2.42618,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-06-01,CUSR0000SASLE,2.52019,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-07-01,CUSR0000SASLE,2.59697,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-08-01,CUSR0000SASLE,2.61729,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-09-01,CUSR0000SASLE,2.69999,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-10-01,CUSR0000SASLE,2.79512,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-11-01,CUSR0000SASLE,2.86093,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2015-12-01,CUSR0000SASLE,2.92155,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-01-01,CUSR0000SASLE,2.96431,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-02-01,CUSR0000SASLE,3.06246,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-03-01,CUSR0000SASLE,3.03954,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-04-01,CUSR0000SASLE,3.04129,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-05-01,CUSR0000SASLE,3.17128,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-06-01,CUSR0000SASLE,3.22355,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-07-01,CUSR0000SASLE,3.12947,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-08-01,CUSR0000SASLE,3.23452,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-09-01,CUSR0000SASLE,3.14847,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-10-01,CUSR0000SASLE,3.04275,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-11-01,CUSR0000SASLE,3.03645,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2016-12-01,CUSR0000SASLE,3.10662,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-01-01,CUSR0000SASLE,3.09558,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-02-01,CUSR0000SASLE,3.12204,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-03-01,CUSR0000SASLE,2.84843,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-04-01,CUSR0000SASLE,2.70805,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-05-01,CUSR0000SASLE,2.5719,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
